Seq_Name,Location,Seq_Length,Mol_Wght(T),H/phob(T),H/philic,Uniq(T),Isoelc(Pi),group1_AlNP,group2_ArNP,group3_NeP,group4_AP,group5_BP,group6_Uniq
RPM2_YEAST,Mitochondrion,1202,160807,1393,-1737,-91,7167,27,12,30,15,13,7
RT24_NEUCR,Mitochondrion,107,14012,112,-157,-15,694,31,8,19,5,21,13
ACDL_HUMAN,Mitochondrion,430,55337,477,-547,-38,2627,31,8,21,11,16,12
IATP_RAT,Mitochondrion,107,14142,85,-200,-4,688,23,6,18,13,27,9
THTR_BOVIN,Mitochondrion,296,38437,295,-367,-39,1809,27,11,19,10,15,15
RM44_YEAST,Mitochondrion,98,13209,106,-152,-9,615,27,8,27,12,20,7
RM38_YEAST,Mitochondrion,138,17353,167,-176,-11,879,32,2,30,8,18,11
IATP_YEAST,Mitochondrion,85,11371,71,-163,-5,548,21,6,26,12,24,8
RM20_YEAST,Mitochondrion,195,25858,153,-289,-22,1263,22,9,29,8,21,12
LONM_HUMAN,Mitochondrion,962,123643,1096,-1313,-108,5866,31,6,19,12,16,13
GPDM_YEAST,Mitochondrion,649,83970,716,-813,-67,3934,30,9,26,10,13,11
CH10_HUMAN,Mitochondrion,101,12588,131,-128,-12,620,33,8,14,5,15,18
ACP_NEUCR,Mitochondrion,134,16835,187,-176,-12,800,40,7,18,9,13,8
RT12_DROME,Mitochondrion,140,18016,160,-191,-19,921,31,4,25,6,21,14
GLSL_RAT,Mitochondrion,535,68774,617,-624,-48,3210,30,9,26,10,13,11
RM32_YEAST,Mitochondrion,183,24688,160,-315,-19,1187,23,7,24,9,25,11
RT03_ACACA,Mitochondrion,298,41363,396,-411,-5,1952,29,18,25,8,21,3
RMAR_YEAST,Mitochondrion,396,53937,346,-644,-15,2407,23,9,49,32,12,4
MTF1_HUMAN,Mitochondrion,246,33473,197,-405,-21,1577,23,10,24,12,22,8
RM05_ACACA,Mitochondrion,177,24906,212,-252,-5,1137,24,20,33,15,18,2
LONM_YEAST,Mitochondrion,1133,147344,1168,-1762,-108,6818,28,6,24,13,16,10
SYMM_YEAST,Mitochondrion,575,77004,611,-833,-56,3519,26,11,26,12,16,10
RM13_YEAST,Mitochondrion,275,36422,242,-456,-23,1706,24,8,29,12,19,8
SYLM_SACDO,Mitochondrion,894,118150,949,-1232,-104,5485,27,10,24,11,16,11
CH10_YEAST,Mitochondrion,106,13249,153,-142,-11,647,39,4,21,9,13,12
HCDH_PIG,Mitochondrion,307,38750,374,-398,-26,1872,33,7,23,9,15,10
RM06_ACACA,Mitochondrion,181,24986,233,-271,-5,1163,25,17,25,14,21,5
GCSP_HUMAN,Mitochondrion,1020,130926,1055,-1244,-122,6204,29,7,25,10,14,14
NUDM_BOVIN,Mitochondrion,343,45375,359,-475,-36,2078,29,11,21,11,15,11
RM31_YEAST,Mitochondrion,131,17842,109,-213,-16,885,21,11,24,5,27,11
RMAR_WILMR,Mitochondrion,380,51147,371,-587,-15,2383,25,11,36,21,17,6
RT01_YEAST,Mitochondrion,321,42460,306,-471,-26,1969,26,10,29,14,15,9
ALLA_RANCA,Mitochondrion,484,61889,608,-506,-59,2955,33,8,26,7,13,13
HEM6_HUMAN,Mitochondrion,354,46611,323,-488,-44,2167,23,10,22,10,17,14
PUT1_YEAST,Mitochondrion,476,61760,571,-626,-51,2895,31,8,28,13,13,11
RM14_ACACA,Mitochondrion,129,16348,203,-156,-7,839,38,5,27,8,18,9
DHE3_BOVIN,Mitochondrion,501,64498,537,-662,-52,3065,28,9,22,10,15,14
MDJ1_YEAST,Mitochondrion,511,64678,462,-708,-61,3163,23,8,26,8,17,16
MS51_YEAST,Mitochondrion,436,58670,397,-589,-60,2682,22,14,25,10,16,12
RT02_ACACA,Mitochondrion,312,42761,462,-377,-20,1958,30,20,26,13,15,6
MMSA_BOVIN,Mitochondrion,537,67644,623,-607,-65,3251,32,7,27,10,12,14
NUEM_NEUCR,Mitochondrion,375,49707,400,-554,-37,2305,28,10,22,12,17,10
RM09_YEAST,Mitochondrion,269,34579,273,-361,-33,1724,25,8,26,9,20,15
RM24_YEAST,Mitochondrion,258,34640,253,-421,-28,1682,24,10,20,11,23,12
IF2M_BOVIN,Mitochondrion,727,94738,829,-1083,-58,4478,32,5,20,11,18,9
MUTA_HUMAN,Mitochondrion,750,96488,846,-981,-81,4556,31,7,23,11,14,13
RT31_YEAST,Mitochondrion,123,15869,138,-144,-20,773,29,8,24,12,17,14
RMS5_EMENI,Mitochondrion,410,56106,435,-687,-15,2692,28,13,27,14,22,5
GLSK_RAT,Mitochondrion,674,86053,696,-821,-88,4096,27,8,25,9,14,15
RIM1_YEAST,Mitochondrion,135,17781,124,-216,-6,819,24,11,30,16,15,7
CBP4_YEAST,Mitochondrion,170,23298,157,-289,-14,1063,25,10,25,12,18,8
RM08_YEAST,Mitochondrion,238,31180,269,-354,-22,1502,32,5,27,11,18,8
SYTM_YEAST,Mitochondrion,462,62328,468,-686,-46,2821,24,12,25,13,16,10
PIF1_YEAST,Mitochondrion,857,112777,904,-1356,-85,5274,26,7,26,13,18,10
PMIP_RAT,Mitochondrion,710,93343,753,-859,-79,4288,29,10,24,10,14,12
GCST_YEAST,Mitochondrion,400,51614,444,-530,-42,2445,30,9,24,11,15,13
EFG1_YEAST,Mitochondrion,761,98074,846,-1026,-74,4605,28,7,26,11,14,11
GABT_HUMAN,Mitochondrion,500,65474,557,-638,-55,3041,28,10,24,10,15,12
CYC_HUMAN,Mitochondrion,104,13458,83,-152,-12,664,22,9,20,13,22,16
SSB_RAT,Mitochondrion,151,20135,167,-234,-12,942,28,9,26,11,16,10
HEM1_EMENI,Mitochondrion,648,80613,675,-761,-85,3976,32,6,25,8,14,15
SYEM_YEAST,Mitochondrion,536,71128,572,-757,-53,3323,27,9,24,11,18,10
CISY_YEAST,Mitochondrion,479,61903,535,-640,-51,2933,31,9,20,11,15,12
ECHM_HUMAN,Mitochondrion,290,36446,346,-338,-29,1758,34,7,22,11,13,13
RCA1_YEAST,Mitochondrion,825,107988,882,-1289,-85,5043,28,8,21,15,17,11
NUEM_BOVIN,Mitochondrion,380,49621,473,-487,-55,2378,31,10,17,8,17,14
ODPA_YEAST,Mitochondrion,420,53832,399,-494,-44,2560,28,10,24,9,14,14
RT04_ACACA,Mitochondrion,374,51831,501,-536,-14,2471,29,19,22,10,22,4
IF2M_YEAST,Mitochondrion,676,87745,875,-994,-59,4145,33,5,24,14,16,10
MPP1_RAT,Mitochondrion,524,67954,565,-626,-59,3224,30,8,23,9,15,13
ILV5_NEUCR,Mitochondrion,400,51640,405,-565,-39,2459,29,9,21,11,16,13
GCST_HUMAN,Mitochondrion,403,51131,470,-453,-48,2481,33,5,25,7,14,14
EFG2_YEAST,Mitochondrion,819,105903,941,-1133,-78,4919,29,7,29,14,12,10
RM25_YEAST,Mitochondrion,156,21224,140,-259,-20,1027,22,12,20,12,26,10
ILVB_YEAST,Mitochondrion,687,87199,759,-869,-92,4189,30,7,25,10,13,14
AATM_YEAST,Mitochondrion,451,59732,474,-598,-46,2746,27,12,28,12,14,11
RT07_ACACA,Mitochondrion,337,47610,386,-548,-10,2354,24,19,18,6,31,5
PYC_MOUSE,Mitochondrion,1178,150722,1388,-1479,-145,7153,32,7,21,10,14,14
STF2_YEAST,Mitochondrion,83,10949,40,-167,-12,513,11,8,24,18,22,18
ODP2_YEAST,Mitochondrion,482,60417,539,-629,-56,2923,32,5,28,11,12,11
SYLM_NEUCR,Mitochondrion,994,127603,1023,-1270,-126,6034,29,8,22,10,14,13
ARGD_YEAST,Mitochondrion,423,54224,494,-575,-37,2570,31,8,23,13,15,11
HS77_YEAST,Mitochondrion,654,82302,783,-968,-56,3936,32,5,26,14,13,11
RMAR_HANWI,Mitochondrion,386,52772,222,-551,-10,2400,16,9,51,24,16,4
NCA3_YEAST,Mitochondrion,337,41422,262,-374,-35,1922,24,9,34,9,7,14
ODBA_BOVIN,Mitochondrion,455,59792,423,-626,-50,2799,27,11,23,9,16,13
LIP5_YEAST,Mitochondrion,414,53628,393,-593,-41,2598,26,6,27,11,18,12
CARA_NEUCR,Mitochondrion,453,57010,493,-518,-66,2733,29,8,28,10,11,15
PPCM_CHICK,Mitochondrion,640,82392,608,-716,-116,3934,26,9,21,8,14,19
DHA1_YEAST,Mitochondrion,533,69015,642,-676,-48,3253,32,8,28,12,14,9
PDP_BOVIN,Mitochondrion,538,70781,550,-727,-61,3248,28,10,25,12,14,11
RM06_YEAST,Mitochondrion,214,27695,267,-309,-24,1349,30,6,24,10,18,13
SYRM_YEAST,Mitochondrion,643,85135,737,-890,-50,3957,29,10,27,10,15,9
EFTU_BOVIN,Mitochondrion,452,57459,541,-566,-60,2773,33,5,19,10,15,15
ADX_PIG,Mitochondrion,117,14900,135,-157,-5,664,30,4,27,13,11,8
NUPM_BOVIN,Mitochondrion,171,22997,154,-256,-24,1059,23,9,20,12,19,12
DHA5_HUMAN,Mitochondrion,517,66440,583,-657,-60,3132,30,9,21,11,13,14
RT13_YEAST,Mitochondrion,324,43140,372,-484,-30,2043,30,10,24,10,18,10
ACON_BOVIN,Mitochondrion,780,99282,844,-1029,-98,4767,30,7,22,10,15,15
GR75_HUMAN,Mitochondrion,679,85900,741,-985,-57,4112,31,5,25,12,14,11
RM02_YEAST,Mitochondrion,371,49837,370,-647,-25,2371,26,9,22,13,23,7
ETFA_HUMAN,Mitochondrion,333,41015,443,-374,-32,2028,38,5,22,7,13,12
RM14_TETPY,Mitochondrion,119,15733,142,-176,-9,802,28,8,27,8,24,9
ATPS_YEAST,Mitochondrion,318,42515,319,-498,-33,1954,25,8,29,13,17,9
IVD_RAT,Mitochondrion,424,53996,491,-506,-42,2576,32,7,23,10,13,13
CH60_PLAFG,Mitochondrion,700,91937,767,-1172,-32,4122,28,6,26,18,15,7
THDH_YEAST,Mitochondrion,576,74108,704,-759,-60,3526,32,8,23,10,15,12
CBS2_YEAST,Mitochondrion,389,51540,471,-558,-34,2408,29,9,28,12,16,8
NAM1_YEAST,Mitochondrion,440,59036,478,-736,-20,2665,29,8,27,19,17,5
CYPM_HUMAN,Mitochondrion,207,25723,212,-231,-28,1284,25,8,27,7,15,18
RT04_YEAST,Mitochondrion,394,51176,402,-593,-43,2403,28,7,29,13,14,11
GRPE_YEAST,Mitochondrion,228,30123,227,-399,-21,1402,24,7,24,14,19,9
SYWM_YEAST,Mitochondrion,379,49770,425,-545,-34,2334,29,8,25,11,17,9
IPY2_YEAST,Mitochondrion,310,41094,326,-467,-33,1879,26,9,25,14,15,11
RT13_ACACA,Mitochondrion,119,16040,136,-209,-5,776,24,9,29,18,24,6
CCPR_YEAST,Mitochondrion,361,46788,308,-499,-41,2166,24,12,24,12,13,13
MDHM_MOUSE,Mitochondrion,338,41621,435,-357,-45,2062,36,5,24,9,12,15
RT14_ACACA,Mitochondrion,99,13794,119,-160,-2,669,28,14,27,13,25,3
HMCM_RAT,Mitochondrion,508,65973,494,-639,-55,3096,27,10,28,10,13,12
SUV3_YEAST,Mitochondrion,737,97431,832,-1024,-67,4527,28,10,25,11,16,9
SYIM_YEAST,Mitochondrion,1002,133631,1076,-1453,-86,6114,28,10,26,12,16,9
ESTR_HUMAN,Nucleus,595,76832,560,-711,-75,3640,28,7,27,10,14,14
H2B1_PARAN,Nucleus,144,18569,108,-243,-17,993,22,5,26,6,27,15
ID1_RAT,Nucleus,164,20311,192,-175,-18,986,36,5,26,11,10,13
RI14_HUMAN,Nucleus,1158,147582,986,-1729,-132,7036,24,4,35,14,15,11
HXB3_HUMAN,Nucleus,431,52035,227,-443,-120,2655,19,7,29,8,12,29
H2AV_TETTH,Nucleus,145,17758,162,-203,-17,964,34,4,14,7,23,19
H1_DROHY,Nucleus,249,30180,216,-376,-32,1699,31,2,25,3,27,10
HAP4_YEAST,Nucleus,554,72298,462,-976,-49,3256,21,7,36,18,14,7
HMLA_DROME,Nucleus,635,79549,398,-846,-106,3829,21,5,41,8,11,17
SOK1_YEAST,Nucleus,901,117168,904,-1335,-106,5497,26,7,35,13,14,10
PCNA_PLAFK,Nucleus,274,35466,354,-412,-12,1593,30,7,25,15,14,6
A33_PLEWA,Nucleus,624,82190,580,-994,-51,3801,25,7,27,15,18,8
HXAA_HUMAN,Nucleus,496,63581,327,-632,-125,3253,21,7,23,7,19,23
HMC1_MOUSE,Nucleus,268,33210,199,-277,-95,1681,25,9,18,5,12,29
KU70_HUMAN,Nucleus,608,80558,642,-925,-61,3697,26,9,22,13,17,10
RPB8_YEAST,Nucleus,146,19103,149,-200,-10,854,29,10,29,12,10,8
UBF1_HUMAN,Nucleus,764,103040,467,-1459,-73,4645,18,7,25,17,21,9
RCC_YEAST,Nucleus,482,61612,481,-649,-54,2888,27,8,23,11,14,14
HXC5_HUMAN,Nucleus,222,28926,140,-307,-37,1395,22,9,29,12,17,14
NUF2_YEAST,Nucleus,451,61013,533,-775,-12,2598,28,7,31,19,12,4
ETS1_HUMAN,Nucleus,441,58271,392,-592,-55,2616,24,11,25,10,13,12
AMT1_CANGA,Nucleus,265,34145,209,-380,-30,1587,20,3,40,17,14,11
FUS_HUMAN,Nucleus,526,62820,79,-680,-104,3201,6,10,33,7,10,34
NOT1_YEAST,Nucleus,2108,277983,2807,-2910,-162,12643,33,9,28,12,12,7
HCGP_MOUSE,Nucleus,308,39436,232,-496,-33,1824,22,6,27,14,15,11
HXA5_HUMAN,Nucleus,270,34169,156,-352,-42,1677,20,9,30,9,16,17
BRC1_DROME,Nucleus,728,90523,543,-1060,-90,4370,22,4,43,13,11,13
NFIA_CHICK,Nucleus,522,66787,431,-655,-114,3209,21,8,29,8,14,18
TF11_DROME,Nucleus,921,115785,947,-1282,-139,5689,29,2,36,10,12,14
CREA_HUMAN,Nucleus,220,28222,195,-334,-24,1344,27,2,30,14,15,10
H2B_TRYCR,Nucleus,112,14359,109,-168,-7,745,29,4,30,11,24,7
HXB4_XENLA,Nucleus,232,30596,133,-351,-34,1477,17,9,34,10,20,13
SPT6_YEAST,Nucleus,1451,194204,1437,-2519,-94,8555,26,9,24,17,15,7
MCM2_YEAST,Nucleus,868,114275,900,-1399,-76,5198,28,6,24,15,15,9
PUT3_YEAST,Nucleus,979,128893,1022,-1414,-67,5762,26,9,33,15,12,7
HEXP_LEIMA,Nucleus,271,33055,53,-314,-40,1666,9,6,31,9,18,24
RPB9_YEAST,Nucleus,122,16450,103,-179,-10,742,17,10,36,13,16,7
PRT2_SEPOF,Nucleus,77,11841,21,-224,-2,670,10,6,16,3,61,4
AEF1_DROME,Nucleus,308,39270,263,-441,-43,1890,26,4,36,10,16,12
T2EA_HUMAN,Nucleus,439,57309,407,-667,-40,2579,27,7,22,15,15,9
STTN_RAT,Nucleus,463,58597,506,-599,-59,2856,30,6,21,10,16,15
HME1_CHICK,Nucleus,333,40453,233,-431,-81,2086,25,4,22,10,15,25
FRA1_HUMAN,Nucleus,271,34240,205,-342,-72,1676,21,5,27,10,14,23
PAX8_MOUSE,Nucleus,457,57005,383,-531,-86,2774,24,7,32,7,12,18
MYC_CHICK,Nucleus,416,53459,370,-604,-70,2503,27,6,25,14,14,13
XPA_DROME,Nucleus,296,39147,224,-480,-29,1806,23,7,23,16,19,10
TF2D_HUMAN,Nucleus,339,43739,337,-461,-52,2076,27,6,38,7,9,14
H101_CHICK,Nucleus,218,25793,188,-331,-39,1544,36,1,12,4,31,16
ELT1_CAEEL,Nucleus,416,52243,280,-487,-54,2512,19,8,44,13,9,15
RGM1_YEAST,Nucleus,211,27636,174,-286,-51,1321,22,8,32,9,16,17
RAN_GIALA,Nucleus,226,29442,263,-318,-25,1359,29,9,23,11,13,12
TC1A_CAEBR,Nucleus,273,36701,225,-408,-37,1756,23,9,26,10,20,13
RAD5_YEAST,Nucleus,1169,154874,1219,-1807,-84,7051,26,8,28,13,15,8
U2AF_SCHPO,Nucleus,517,68155,484,-801,-64,3172,24,9,23,12,16,12
TF3A_YEAST,Nucleus,429,57674,351,-723,-34,2673,20,7,31,14,22,8
SRF_XENLA,Nucleus,448,54110,400,-488,-69,2693,25,4,37,8,8,19
GA15_CRILO,Nucleus,168,21817,103,-290,-20,984,19,4,32,20,13,12
TOP2_DROME,Nucleus,1447,190237,1364,-2319,-130,8844,25,8,23,14,18,11
HMP1_ONCMY,Nucleus,358,45757,320,-448,-47,2209,25,6,32,10,15,13
CTK1_YEAST,Nucleus,528,69919,424,-847,-52,3260,21,9,34,16,16,10
EYA_DROME,Nucleus,766,94338,598,-865,-104,4581,25,8,34,9,10,17
HUNB_DROME,Nucleus,758,96646,528,-1021,-120,4561,22,6,38,10,12,13
ECR_DROME,Nucleus,878,109533,813,-1015,-117,5264,26,5,34,10,10,16
TF2B_YEAST,Nucleus,345,44348,384,-475,-30,2120,30,5,26,12,17,10
EGR4_RAT,Nucleus,478,58198,458,-456,-111,2914,28,8,20,6,12,22
RECQ_HUMAN,Nucleus,659,86588,693,-907,-41,3999,28,8,29,12,15,7
PDM2_DROME,Nucleus,498,64346,406,-711,-70,2997,22,5,39,13,12,12
MSSP_HUMAN,Nucleus,372,47115,295,-483,-61,2259,23,7,35,10,12,15
ETS2_XENLA,Nucleus,472,62312,402,-628,-51,2793,22,11,31,12,12,11
RPC1_YEAST,Nucleus,1460,188377,1668,-1970,-149,8913,30,7,24,11,15,12
UBC2_DROME,Nucleus,151,19888,143,-213,-25,916,24,10,27,13,13,13
MX1_RAT,Nucleus,652,86102,732,-1033,-46,3961,29,6,26,14,17,8
LAM0_DROME,Nucleus,622,82348,569,-1168,-40,3815,26,4,30,17,18,6
PDR4_YEAST,Nucleus,650,84136,506,-1137,-60,3793,19,6,38,18,12,9
PCNA_YEAST,Nucleus,258,33509,350,-340,-18,1488,32,8,24,10,11,8
TC3A_CAEEL,Nucleus,329,44113,334,-527,-26,2108,27,8,26,11,20,8
CDP_HUMAN,Nucleus,1505,191242,1288,-2284,-236,9139,26,4,29,13,13,14
T2FA_YEAST,Nucleus,735,95329,584,-1289,-83,4456,22,5,26,18,17,12
RB_HUMAN,Nucleus,928,122723,993,-1295,-108,5653,27,8,28,13,15,10
DA81_YEAST,Nucleus,970,126494,906,-1462,-100,5823,25,7,39,15,12,9
EGR1_BRARE,Nucleus,511,64258,394,-568,-101,3098,21,7,39,7,11,15
DBP2_YEAST,Nucleus,546,70741,458,-800,-70,3359,23,9,23,11,15,17
KU86_HUMAN,Nucleus,731,95619,858,-1060,-65,4374,28,8,24,11,15,9
RAD3_YEAST,Nucleus,778,103669,872,-1082,-64,4675,29,9,24,13,15,8
HMGY_HUMAN,Nucleus,95,12228,22,-204,-23,638,7,0,26,16,28,22
TOA2_YEAST,Nucleus,122,15621,135,-170,-4,720,30,7,30,10,12,7
BAF1_KLULA,Nucleus,486,63711,505,-767,-43,2912,28,6,27,12,16,8
RUNT_DROME,Nucleus,509,62342,439,-557,-84,3082,30,6,33,8,11,14
RBF1_MOUSE,Nucleus,311,41104,351,-501,-13,1860,28,7,28,16,15,7
B5_USTMA,Nucleus,410,53614,386,-620,-54,2552,24,7,30,11,18,10
ZUO1_YEAST,Nucleus,433,56741,404,-766,-29,2668,27,9,18,13,21,6
HG14_BOVIN,Nucleus,100,12470,53,-208,-14,641,22,0,19,18,26,13
RFA3_HUMAN,Nucleus,121,15713,154,-140,-15,713,30,8,21,10,12,14
CTK3_YEAST,Nucleus,296,40085,275,-475,-16,1772,24,10,32,10,16,4
MBP1_KLULA,Nucleus,754,98461,709,-1167,-81,4582,25,6,32,12,15,10
RPCX_YEAST,Nucleus,70,8949,71,-94,-3,451,31,4,30,6,20,6
SAT1_HUMAN,Nucleus,763,99576,719,-1165,-105,4604,27,5,31,13,13,12
YB1_XENLA,Nucleus,303,40032,134,-597,-53,1892,15,8,25,18,18,18
ROX3_YEAST,Nucleus,220,28756,156,-349,-26,1322,19,9,35,11,13,12
SRE1_HUMAN,Nucleus,1147,142134,1272,-1217,-210,7009,33,5,25,6,11,17
SPT7_YEAST,Nucleus,1332,176406,1218,-2390,-82,7777,23,7,29,18,15,7
HSF_XENLA,Nucleus,451,57517,458,-568,-76,2668,25,6,32,10,11,14
TEF_RAT,Nucleus,261,33894,235,-411,-38,1578,25,6,24,16,16,11
SPIB_HUMAN,Nucleus,262,33484,230,-304,-52,1580,29,10,19,9,12,17
TWST_MOUSE,Nucleus,206,24865,134,-257,-30,1274,21,5,28,7,14,22
EVX1_HUMAN,Nucleus,407,49700,328,-408,-90,2475,26,7,25,8,11,22
RPA9_YEAST,Nucleus,125,15877,116,-153,-9,750,25,7,36,13,13,9
CREB_BOVIN,Nucleus,325,40670,328,-460,-36,1946,31,2,35,11,10,10
ELP_MOUSE,Nucleus,465,59567,395,-530,-104,2871,24,7,24,8,14,21
ST12_KLULA,Nucleus,666,87799,474,-990,-88,3981,19,9,32,14,14,12
PHI1_MYTED,Nucleus,91,11975,24,-215,-11,738,13,0,26,0,51,10
ZFX1_MOUSE,Nucleus,799,104289,747,-1206,-66,4778,25,5,25,12,19,9
HXC4_HUMAN,Nucleus,264,34482,144,-370,-61,1658,19,8,29,10,17,18
PPAS_HUMAN,Nucleus,441,57766,465,-589,-42,2686,28,8,25,12,16,10
GAT2_XENLA,Nucleus,452,57003,288,-509,-90,2832,20,6,32,7,17,18
GLI3_HUMAN,Nucleus,1596,200589,1210,-2046,-296,9743,22,5,33,9,14,17
OC3B_HUMAN,Nucleus,265,34802,284,-356,-34,1640,26,11,26,11,15,13
RPBY_YEAST,Nucleus,120,15742,146,-184,-10,719,32,10,19,16,15,8
HMGA_CHITE,Nucleus,114,15065,50,-227,-9,722,17,6,18,18,27,10
TOP2_TRYCR,Nucleus,1232,160439,1380,-1710,-118,7645,30,8,23,10,17,11
CG2F_HUMAN,Nucleus,786,101660,850,-988,-78,4736,30,7,27,9,13,10
ANDR_MOUSE,Nucleus,899,114247,736,-1069,-155,5427,24,8,29,9,12,17
ETS2_CHICK,Nucleus,479,63083,419,-636,-51,2798,23,11,33,12,10,10
PTP_RAT,Nucleus,555,69258,650,-673,-66,3379,32,6,28,9,12,13
OCT1_XENLA,Nucleus,760,92670,813,-883,-100,4545,32,3,41,9,7,13
MET4_YEAST,Nucleus,634,81580,550,-1138,-57,3753,22,5,36,20,14,9
NUR1_MOUSE,Nucleus,598,77263,552,-711,-102,3628,23,9,31,8,13,15
SLP2_DROME,Nucleus,445,58584,307,-683,-84,2745,19,7,27,13,18,16
SMD2_HUMAN,Nucleus,118,15617,120,-194,-12,755,25,4,29,18,21,10
TCF1_HUMAN,Nucleus,269,35054,186,-377,-54,1692,22,7,28,10,18,17
P53_CERAE,Nucleus,393,50703,287,-521,-78,2396,20,6,29,11,15,17
TF3A_XENLA,Nucleus,344,45874,252,-533,-31,2197,18,9,27,10,26,10
CPC1_NEUCR,Nucleus,270,34036,258,-373,-46,1596,27,5,31,10,10,14
GOLI_DROME,Nucleus,284,37030,303,-348,-36,1742,28,8,32,6,14,11
HNF4_HUMAN,Nucleus,465,60047,498,-580,-59,2825,30,6,27,9,14,12
EGR2_HUMAN,Nucleus,406,50543,289,-415,-109,2524,21,7,29,4,13,23
GABA_HUMAN,Nucleus,454,59391,509,-668,-37,2682,31,6,26,13,12,9
MYB_CHICK,Nucleus,641,83905,548,-975,-92,3911,24,6,27,14,17,13
SC35_CHICK,Nucleus,221,29456,79,-416,-32,1543,11,6,30,5,30,14
HMX1_COTJA,Nucleus,259,32855,228,-327,-46,1620,26,7,27,9,16,15
FTF1_DROME,Nucleus,1043,128869,836,-1345,-134,6209,22,5,39,12,10,16
QA1F_NEUCR,Nucleus,816,103517,817,-990,-136,4912,30,7,27,9,11,14
HN3A_MOUSE,Nucleus,468,57263,294,-438,-94,2834,22,8,34,8,10,21
HMGT_MOUSE,Nucleus,199,26921,162,-350,-17,1277,26,9,19,13,24,8
NOT2_YEAST,Nucleus,191,25757,191,-255,-22,1145,24,13,27,9,13,10
KID1_RAT,Nucleus,576,76528,399,-899,-46,3673,17,8,33,12,23,10
TEA1_YEAST,Nucleus,759,100432,770,-1092,-64,4544,25,10,31,14,12,9
GAL4_YEAST,Nucleus,881,115130,915,-1160,-85,5278,26,9,35,12,11,9
PML3_HUMAN,Nucleus,824,104940,745,-1070,-150,5040,27,4,28,10,14,15
HXD8_MOUSE,Nucleus,289,36559,179,-360,-68,1781,21,10,23,10,15,22
PPOL_CHICK,Nucleus,1011,131655,971,-1506,-100,6225,26,8,23,12,18,11
MK16_YEAST,Nucleus,306,41145,222,-576,-16,1835,22,7,25,19,19,6
HMG1_CHICK,Nucleus,200,26354,109,-376,-24,1232,16,9,17,18,24,13
RA14_YEAST,Nucleus,371,49650,289,-673,-38,2287,21,7,23,16,21,10
USP_DROME,Nucleus,508,64308,479,-633,-59,3095,26,6,28,10,14,15
PHP2_SCHPO,Nucleus,334,40849,239,-442,-50,1993,23,4,37,12,11,16
CUT1_SCHPO,Nucleus,1827,242120,2259,-2346,-96,10995,30,11,30,12,13,6
SIN4_YEAST,Nucleus,974,128683,1098,-1298,-86,5892,28,11,31,12,13,8
ZIC_MOUSE,Nucleus,447,56390,335,-541,-70,2762,21,9,28,9,17,17
TWST_DROME,Nucleus,490,63144,370,-751,-51,2925,23,6,38,10,12,11
FLI1_XENLA,Nucleus,453,59095,297,-607,-69,2730,19,10,34,11,13,14
HSP2_PIG,Nucleus,92,13432,27,-230,-8,700,9,3,24,7,46,10
HXB1_HUMAN,Nucleus,301,37486,163,-344,-74,1824,18,10,30,10,10,23
CF2_DROME,Nucleus,510,65822,388,-722,-82,3110,22,5,35,7,16,14
JUND_MOUSE,Nucleus,341,40985,348,-366,-83,2083,33,4,21,8,11,22
RRB1_CHICK,Nucleus,455,58796,425,-563,-70,2777,24,6,32,10,14,13
OC3A_HUMAN,Nucleus,360,44989,327,-412,-81,2166,23,8,24,11,11,24
UBC2_YEAST,Nucleus,172,22762,143,-263,-26,972,23,9,23,12,12,11
HP1_DROVI,Nucleus,213,27242,144,-353,-20,1271,21,7,28,18,15,12
RPB6_HUMAN,Nucleus,127,16730,126,-201,-14,712,28,6,19,18,10,12
U2AF_HUMAN,Nucleus,475,61972,461,-688,-66,2941,25,7,25,10,16,14
MPI3_HUMAN,Nucleus,473,61747,427,-658,-54,2853,23,7,29,12,15,12
RPC9_YEAST,Nucleus,142,18671,127,-239,-12,800,23,4,28,18,12,8
SP4_HUMAN,Nucleus,784,96028,764,-1050,-103,4680,28,2,43,10,7,14
HSP2_HORSE,Nucleus,62,9506,14,-156,-4,537,10,6,19,0,60,5
EXO2_SCHPO,Nucleus,1328,176301,1410,-1875,-145,8066,26,11,24,12,16,11
SNF5_YEAST,Nucleus,905,118714,788,-1499,-145,5470,23,5,38,10,11,13
RPC5_YEAST,Nucleus,335,43656,388,-483,-38,2007,29,9,23,14,14,10
MTR2_YEAST,Nucleus,184,24054,194,-256,-22,1100,26,9,35,14,10,11
CBFX_HUMAN,Nucleus,324,41699,146,-563,-72,2054,16,7,24,15,18,23
AP1_SCHPO,Nucleus,544,70334,465,-860,-71,3241,22,6,32,15,15,11
HXC6_XENLA,Nucleus,234,30854,149,-361,-20,1433,18,11,35,14,15,12
RU1A_DROME,Nucleus,216,28388,223,-323,-29,1342,25,9,28,14,17,11
CAT8_YEAST,Nucleus,1433,186065,1409,-2139,-136,8695,25,7,35,14,14,9
OCT1_MOUSE,Nucleus,770,93286,800,-898,-108,4584,31,3,42,8,6,13
PAX9_MOUSE,Nucleus,342,42486,336,-368,-69,2115,30,7,25,7,12,19
RPA2_DROME,Nucleus,1129,148570,1147,-1384,-126,6910,26,9,26,10,15,12
FKB2_BOVIN,Nucleus,224,29176,220,-372,-23,1394,26,7,21,13,20,11
