Seq_Name,Location,Seq_Length,Mol_Wght(T),H/phob(T),H/philic,Uniq(T),Isoelc(Pi),group1_AlNP,group2_ArNP,group3_NeP,group4_AP,group5_BP,group6_Uniq
T2FA_XENLA,Nucleus,524,68048,314.1,-975.2,-56,3218.38,16.98473282,5.34351145,26.33587786,15.45801527,20.03816794,12.40458015
TF2D_DROME,Nucleus,353,44743,344.2,-402.1,-60.8,2163.7,25.77903683,6.232294618,32.8611898,5.382436261,11.898017,16.71388102
NUMB_DROME,Nucleus,556,70550,507.8,-768,-77.6,3456.65,25.53956835,5.935251799,30.21582734,8.633093525,15.28776978,13.30935252
RN15_YEAST,Nucleus,296,38064,307.2,-433.9,-32.8,1739.26,26.68918919,6.756756757,35.47297297,17.56756757,8.783783784,11.48648649
PAC1_MOUSE,Nucleus,318,40213,383,-328.3,-45.6,1927.32,34.27672956,6.603773585,23.58490566,8.805031447,11.63522013,14.1509434
PPR1_YEAST,Nucleus,904,118861,922.8,-1217.8,-84,5444.23,25,10.95132743,29.42477876,12.38938053,13.27433628,9.292035398
SNF4_YEAST,Nucleus,322,42137,436.5,-427.9,-22,1928.56,33.54037267,7.142857143,26.39751553,9.00621118,12.42236025,7.763975155
H114_BRARE,Nucleus,250,33538,158.9,-382.8,-16.8,1523.59,17.6,11.2,38,17.2,16.4,6
NFI1_CHICK,Nucleus,560,72614,482.9,-730.5,-118.8,3445.25,22.32142857,7.857142857,30,8.392857143,14.10714286,16.60714286
BUB1_YEAST,Nucleus,1021,136079,980.4,-1611.1,-97.6,6167.94,23.89813908,9.206660137,29.38295788,15.47502449,14.78942214,9.206660137
SRS2_YEAST,Nucleus,1175,155304,1274.5,-1869.9,-95.2,7208.85,27.4893617,7.319148936,26.55319149,12.85106383,17.10638298,7.744680851
FIP1_YEAST,Nucleus,327,41606,246.5,-483.7,-50.4,1874.04,20.18348624,5.810397554,35.47400612,14.37308869,8.562691131,13.76146789
RA21_SCHPO,Nucleus,628,79064,702,-834.1,-72,3671.9,31.05095541,4.458598726,30.25477707,11.78343949,9.554140127,10.50955414
PR38_YEAST,Nucleus,242,32273,262.5,-350,-12.8,1415.11,26.85950413,10.33057851,30.5785124,16.94214876,11.98347107,7.024793388
CEB_DROVI,Nucleus,451,58845,355.6,-817.3,-21.6,2711.9,24.3902439,3.32594235,46.5631929,14.19068736,12.86031042,4.65631929
HMG_TETPY,Nucleus,99,13377,59.1,-200.4,-11.2,659.55,18.18181818,9.090909091,17.17171717,13.13131313,31.31313131,10.1010101
ELK1_HUMAN,Nucleus,428,52550,409,-455.3,-115.2,2610.35,27.80373832,4.906542056,24.06542056,9.112149533,10.28037383,23.8317757
MKLP_HUMAN,Nucleus,960,127389,902.4,-1512.1,-94.8,5916.62,23.85416667,6.979166667,29.58333333,14.58333333,16.97916667,9.6875
SPT5_YEAST,Nucleus,1063,134639,870.3,-1692.8,-106,6348.31,23.33019755,5.738476011,27.2812794,12.60583255,13.92285983,13.92285983
SD22_SCHPO,Nucleus,332,43981,442.1,-527.1,-19.2,1955.36,32.53012048,5.722891566,28.31325301,18.37349398,12.04819277,6.325301205
SLP1_DROME,Nucleus,322,41940,230.9,-444.9,-50.4,1944.16,22.67080745,10.55900621,30.1242236,10.55900621,13.04347826,13.04347826
HMEV_DROME,Nucleus,376,46661,274.7,-364.8,-98.8,2337.05,26.06382979,6.64893617,27.65957447,5.053191489,12.76595745,21.0106383
RPC4_YEAST,Nucleus,424,54506,389,-761,-38.8,2634,24.52830189,3.537735849,22.16981132,15.80188679,20.75471698,11.55660377
SKI3_YEAST,Nucleus,1432,189309,1710,-2091.1,-72.8,8500.15,31.70391061,9.217877095,24.44134078,13.12849162,13.75698324,5.796089385
MCM3_YEAST,Nucleus,971,124857,1060,-1457.5,-100.4,5831.29,29.55715757,5.870236869,24.51081359,12.04943357,14.0061792,11.01956746
UME6_YEAST,Nucleus,836,106085,549.4,-1362.6,-110.8,5144.2,19.01913876,4.784688995,39.59330144,14.11483254,15.43062201,11.60287081
SRYC_DROME,Nucleus,868,110858,789.2,-1211.9,-118.4,5340.23,26.38248848,4.723502304,31.56682028,10.48387097,15.89861751,11.29032258
SDC1_CAEEL,Nucleus,1203,160765,1165.6,-1818.1,-98,7299.61,25.27015794,9.393183707,24.35577722,12.96758105,17.62261014,8.395677473
ID3_HUMAN,Nucleus,119,15078,142.5,-131.5,-22.4,721.12,34.45378151,3.361344538,20.16806723,9.243697479,12.60504202,16.80672269
ICSB_MOUSE,Nucleus,424,55796,402.7,-561.8,-59.6,2576.03,24.29245283,9.198113208,25.23584906,10.61320755,14.1509434,13.91509434
B4_XENLA,Nucleus,273,34172,234.1,-514.4,-33.6,1815.91,28.20512821,0.732600733,17.58241758,13.18681319,28.20512821,12.08791209
SOX4_MOUSE,Nucleus,440,53020,329,-496.6,-77.2,2666.68,24.09090909,5.681818182,28.40909091,7.045454545,12.72727273,18.63636364
AMDR_EMENI,Nucleus,765,99493,756.2,-1053.5,-100.4,4649.01,28.23529412,7.058823529,27.45098039,10.45751634,13.9869281,11.24183007
RME1_YEAST,Nucleus,300,39248,256.1,-426.6,-33.2,1814.36,23,7.666666667,31.66666667,12.66666667,15.33333333,10.66666667
PR09_YEAST,Nucleus,530,72480,487.5,-906.1,-39.2,3220.97,23.01886792,10.75471698,23.39622642,16.41509434,18.30188679,7.169811321
SSRP_HUMAN,Nucleus,709,93728,575.5,-1188.9,-58.8,4321.34,20.02820874,8.885754584,24.96473907,14.3864598,18.61777151,10.1551481
PLZF_HUMAN,Nucleus,673,86344,566.3,-839,-82.4,4047.65,23.92273403,6.240713224,28.82615156,9.955423477,15.00742942,13.2243685
HSF_KLULA,Nucleus,677,87505,551.7,-1096.9,-90.4,4027.79,20.97488922,5.908419498,35.59822747,15.65731167,12.11225997,13.88478582
IRF2_HUMAN,Nucleus,349,45544,293.1,-527.9,-53.6,2134.59,22.3495702,5.730659026,30.08595989,13.75358166,15.75931232,12.60744986
RPA1_TRYBB,Nucleus,1744,222925,1859.7,-2237.9,-182.4,10681.25,28.21100917,7.339449541,26.08944954,9.174311927,14.44954128,12.90137615
RPC1_GIALA,Nucleus,1741,225027,2012.3,-2310.5,-156.4,10621.49,30.26995979,7.294658242,27.28317059,10.3388857,14.24468696,10.22400919
MYBA_HUMAN,Nucleus,752,99308,641.7,-1211.4,-84.8,4571.33,22.60638298,6.64893617,30.31914894,14.49468085,16.09042553,10.2393617
TTP_HUMAN,Nucleus,326,39815,246.3,-294.7,-97.6,2011.05,20.85889571,6.748466258,28.83435583,4.601226994,10.73619632,26.07361963
PDM1_DROME,Nucleus,601,75929,536.1,-817.4,-84.4,3677.43,26.95507488,3.660565724,35.77371048,7.820299501,13.31114809,12.14642263
T2FB_DROME,Nucleus,276,37478,226.7,-500.5,-25.6,1756.02,23.55072464,6.52173913,22.46376812,13.4057971,24.27536232,7.971014493
TISD_MOUSE,Nucleus,367,44139,273.3,-365,-78,2267.31,22.34332425,6.539509537,29.70027248,6.267029973,13.35149864,22.07084469
RPB6_YEAST,Nucleus,155,20662,139.1,-265,-16.4,901.31,22.58064516,9.032258065,20.64516129,17.41935484,14.19354839,10.96774194
ZEP2_HUMAN,Nucleus,1833,234879,1369.9,-2523,-330.8,11123.08,20.07637752,5.673758865,31.20567376,9.492635025,14.78450627,15.82105837
CB33_YEAST,Nucleus,477,64708,563.9,-726.6,-28,2936.47,28.5115304,11.74004193,24.31865828,13.20754717,16.98113208,5.870020964
PR06_YEAST,Nucleus,899,120274,963.8,-1407.5,-68.4,5473.9,29.03225806,8.787541713,25.4727475,13.45939933,15.68409344,7.007786429
MKS1_YEAST,Nucleus,584,76064,444.7,-1006.6,-64.4,3572.45,19.8630137,5.993150685,38.01369863,16.09589041,15.58219178,9.589041096
ISL1_HUMAN,Nucleus,346,44898,315.5,-450.2,-49.2,2131.35,25.43352601,6.069364162,29.19075145,8.38150289,15.60693642,13.00578035
CST3_HUMAN,Nucleus,431,56043,419.1,-547.4,-33.6,2586.86,26.68213457,8.584686775,30.85846868,9.048723898,13.225058,9.048723898
USF1_HUMAN,Nucleus,310,39063,275.2,-459.4,-32.4,1853.82,25.48387097,4.516129032,32.58064516,10.64516129,11.61290323,13.5483871
SRY_SMIMA,Nucleus,208,28235,150.6,-334.7,-14.8,1274.03,17.78846154,9.134615385,35.09615385,13.94230769,18.26923077,6.25
H11_GLYBA,Nucleus,233,28556,211.3,-352.9,-51.6,1605.73,31.75965665,2.145922747,13.30472103,6.43776824,28.75536481,16.73819742
HSF_DROME,Nucleus,691,89268,637.2,-1072.7,-67.6,4067.59,25.18089725,5.354558611,32.12735166,14.03762663,12.15629522,10.13024602
REB1_YEAST,Nucleus,810,106337,613.4,-1563.4,-36,4742.83,22.71604938,4.444444444,33.45679012,17.40740741,15.80246914,5.185185185
RPC8_YEAST,Nucleus,251,32194,199.6,-411.1,-26.8,1418.11,20.71713147,8.764940239,21.9123506,16.73306773,11.55378486,14.74103586
TFE_CANFA,Nucleus,642,79818,407,-846.6,-118.8,3896.58,18.84735202,4.672897196,33.80062305,9.501557632,13.55140187,19.1588785
RFA2_YEAST,Nucleus,273,34799,272.1,-380.4,-25.2,1588.02,23.80952381,8.424908425,32.6007326,13.91941392,10.25641026,12.08791209
HXB2_HUMAN,Nucleus,356,44261,328.8,-393.5,-95.6,2139.17,25.84269663,6.741573034,22.75280899,9.831460674,10.11235955,22.47191011
LEF1_MOUSE,Nucleus,397,51137,265.6,-536.1,-91.6,2442.67,19.14357683,6.549118388,25.94458438,10.32745592,16.37279597,20.65491184
TFE2_HUMAN,Nucleus,654,79280,494.2,-767.9,-130.8,3955.76,23.08868502,5.04587156,26.60550459,8.409785933,12.2324159,22.47706422
DUN1_YEAST,Nucleus,513,67782,556,-808.7,-40.8,3107.82,26.51072125,8.382066277,28.65497076,12.28070175,15.39961014,8.187134503
PPAT_XENLA,Nucleus,477,62562,510.3,-654.3,-49.2,2860.87,26.62473795,8.595387841,25.1572327,9.853249476,14.88469602,10.6918239
PAX6_BRARE,Nucleus,437,56219,319.2,-578.1,-67.6,2685.94,20.59496568,6.864988558,36.38443936,10.52631579,12.35697941,15.33180778
CENA_HUMAN,Nucleus,140,18474,146.5,-215.7,-21.6,934.92,28.57142857,6.428571429,18.57142857,6.428571429,23.57142857,15
HES3_RAT,Nucleus,175,22247,159.6,-216.9,-40,1107.54,26.28571429,5.714285714,25.14285714,7.428571429,14.28571429,21.14285714
ARP1_HUMAN,Nucleus,414,52953,404.5,-467.1,-64.8,2530.32,26.8115942,7.246376812,30.6763285,7.487922705,12.31884058,15.2173913
PR28_YEAST,Nucleus,588,77131,650.6,-900.3,-55.6,3594.34,28.57142857,6.802721088,26.53061224,13.43537415,15.6462585,9.353741497
GAT2_HUMAN,Nucleus,480,58893,332.9,-487.2,-106.4,2988.51,22.91666667,6.25,28.33333333,6.875,15.20833333,21.66666667
SINA_DROME,Nucleus,314,39303,308,-312.9,-32,1873.61,27.07006369,6.369426752,35.03184713,10.1910828,10.82802548,12.10191083
RPB2_SCHPO,Nucleus,1210,159424,1260.8,-1648.4,-120,7366.04,27.43801653,8.099173554,26.03305785,10.66115702,14.79338843,10.66115702
ADR6_YEAST,Nucleus,1314,171407,1353,-2160.5,-114,7820.89,25.87519026,6.849315068,42.38964992,20.1674277,9.741248097,7.305936073
TOP2_CRIFA,Nucleus,1239,160581,1363.3,-1654.7,-125.6,7667.29,29.37853107,7.90960452,24.85875706,8.958837772,15.98062954,11.29943503
RELB_HUMAN,Nucleus,579,72324,565.9,-659.6,-131.2,3509.55,26.59758204,5.699481865,21.24352332,8.462867012,12.43523316,21.9343696
HUNB_DROVI,Nucleus,816,103645,572.1,-1122.2,-115.2,4898.48,22.79411765,5.392156863,39.33823529,8.210784314,12.37745098,11.76470588
SKI_HUMAN,Nucleus,728,93000,707,-985.4,-109.6,4485.85,29.94505495,5.357142857,21.84065934,11.67582418,16.20879121,12.91208791
CPD1_DROME,Nucleus,355,43333,164.8,-653.2,-66,2182.62,16.05633803,1.126760563,23.66197183,13.8028169,18.87323944,21.97183099
TEC1_YEAST,Nucleus,486,63826,417.3,-778.1,-47.2,2940.66,22.63374486,8.641975309,32.51028807,15.8436214,15.02057613,8.847736626
H2A1_LEIDO,Nucleus,132,16234,138.7,-158.9,-13.6,879.59,34.09090909,3.03030303,21.96969697,4.545454545,21.96969697,14.39393939
CEBB_CHICK,Nucleus,328,40877,241.9,-407.3,-67.2,2018.81,22.56097561,6.402439024,26.2195122,9.756097561,14.32926829,20.12195122
PHP_DROME,Nucleus,1589,195695,1422,-2181.1,-213.2,9537.13,26.8722467,2.13971051,45.24858402,6.293266205,7.551919446,13.71932033
PRGR_HUMAN,Nucleus,933,115706,957.2,-948.4,-193.6,5637.59,30.43944266,6.216505895,24.65166131,7.288317256,10.28938907,18.75669882
RPCX_SCHPO,Nucleus,63,8396,41.9,-79.2,-8,415.16,19.04761905,6.349206349,33.33333333,9.523809524,22.22222222,12.6984127
TTF1_CANFA,Nucleus,371,45156,276.3,-405.4,-67.6,2293.03,26.14555256,5.39083558,30.45822102,4.582210243,12.12938005,21.29380054
SAPA_MOUSE,Nucleus,430,54536,434.6,-517.3,-91.2,2604.57,26.97674419,6.511627907,30.23255814,11.86046512,10.69767442,16.04651163
SPT2_YEAST,Nucleus,333,44484,209.9,-666.7,-39.6,2110.36,17.41741742,5.405405405,21.02102102,16.21621622,24.92492492,11.71171171
MYOD_MOUSE,Nucleus,318,39887,250.7,-402.6,-66.4,1918.96,25.1572327,5.660377358,23.89937107,8.805031447,13.20754717,18.23899371
H1L_MYTCA,Nucleus,148,18316,103,-239.7,-20.4,1059.67,22.97297297,2.027027027,30.40540541,4.72972973,30.40540541,14.18918919
H2AM_RAT,Nucleus,367,45498,418.9,-473.9,-42.8,2316.3,32.42506812,5.449591281,21.25340599,8.446866485,17.4386921,14.44141689
QUTA_EMENI,Nucleus,825,105139,800.6,-1072.1,-108,4998.55,28.24242424,5.333333333,31.15151515,8.96969697,12.24242424,12.36363636
MA3R_YEAST,Nucleus,468,62537,520.3,-584.3,-34.8,2833.25,28.63247863,11.53846154,25.42735043,8.760683761,15.17094017,7.051282051
TEBA_STYMY,Nucleus,493,64890,522.7,-775.2,-28.8,3050.48,28.60040568,11.15618661,24.94929006,10.14198783,17.24137931,6.693711968
E74A_DROME,Nucleus,829,101956,752.9,-1112.6,-98.8,4935.82,29.31242461,4.583835947,34.01688782,10.61519903,10.01206273,14.23401689
SUHW_DROVI,Nucleus,899,116643,782.3,-1424.7,-72,5466.65,24.24916574,5.228031146,26.47385984,12.23581758,19.243604,8.342602892
HAIR_DROME,Nucleus,337,43001,319.4,-479.9,-50,2079.54,29.08011869,3.560830861,35.3115727,8.605341246,12.75964392,12.16617211
GCN5_YEAST,Nucleus,439,58895,428,-687.3,-41.6,2664.76,25.05694761,10.02277904,22.77904328,16.17312073,16.62870159,10.02277904
ZEST_DROME,Nucleus,574,72091,543,-892.7,-42.4,3437.61,31.01045296,3.658536585,36.41114983,10.6271777,11.14982578,8.536585366
ETF_MOUSE,Nucleus,445,56978,410.1,-546.9,-78.4,2697.55,24.71910112,9.213483146,24.49438202,8.764044944,12.13483146,17.75280899
HXAB_CHICK,Nucleus,297,38564,187.8,-400.9,-43.6,1829.27,18.51851852,10.43771044,32.996633,12.12121212,14.47811448,13.46801347
ACE2_YEAST,Nucleus,770,100379,641.5,-1257.3,-113.6,4701.86,21.42857143,5.064935065,32.5974026,14.41558442,16.23376623,12.72727273
CENC_MOUSE,Nucleus,906,118401,691.3,-1542.5,-99.2,5693.4,19.97792494,5.518763797,32.89183223,13.02428256,19.86754967,9.823399558
MCR_HUMAN,Nucleus,984,124641,865.1,-1162.7,-146,5913.67,22.86585366,7.215447154,35.56910569,10.87398374,11.07723577,14.22764228
HMG2_CHICK,Nucleus,206,27360,82.6,-401.3,-29.6,1289.48,13.10679612,7.766990291,16.99029126,18.93203883,25.72815534,14.0776699
TFC3_YEAST,Nucleus,1160,152819,1277.7,-1844.5,-71.6,7170.81,27.84482759,7.931034483,25.77586207,11.98275862,17.67241379,7.672413793
DP27_CAEEL,Nucleus,1469,195850,1486.3,-2462.3,-99.2,8934.12,27.16133424,6.262763785,23.82573179,14.97617427,18.03948264,7.283866576
HXA2_CHICK,Nucleus,375,47685,314.8,-528.9,-62,2243.65,22.4,6.933333333,31.46666667,12.8,12.26666667,14.93333333
SDC3_CAEEL,Nucleus,2150,288355,2150.9,-3538.7,-244,13015.31,25.39534884,7.534883721,22.74418605,15.53488372,17.02325581,9.534883721
UBC3_YEAST,Nucleus,295,39320,249.3,-504.8,-33.6,1643.84,20.6779661,9.152542373,24.74576271,14.23728814,11.52542373,9.152542373
CC21_SCHPO,Nucleus,909,117617,1010.3,-1243.5,-99.2,5538.09,29.37293729,5.390539054,27.28272827,9.460946095,14.52145215,10.4510451
SPE_SEPOF,Nucleus,51,6860,40.1,-75.6,-2.8,360.79,17.64705882,11.76470588,31.37254902,3.921568627,31.37254902,7.843137255
ESM8_DROHY,Nucleus,183,23649,149,-235.7,-24.4,1118.06,24.59016393,5.464480874,31.69398907,12.02185792,14.20765027,12.02185792
CDB4_SCHPO,Nucleus,381,48390,417.9,-524.6,-38.4,2313.74,30.18372703,6.299212598,25.45931759,10.49868766,14.69816273,10.23622047
CREP_HUMAN,Nucleus,505,63521,477.6,-694.3,-88.4,3083.97,26.53465347,2.772277228,33.66336634,8.910891089,13.46534653,13.46534653
TRA1_CAEEL,Nucleus,1110,142630,919.2,-1669.1,-153.2,6697.82,24.05405405,5.225225225,31.44144144,10.9009009,14.14414414,12.61261261
H103_CHICK,Nucleus,223,26364,209.9,-325,-41.6,1571.71,37.21973094,0.896860987,12.55605381,2.69058296,30.04484305,15.69506726
SPT4_YEAST,Nucleus,102,12963,93.4,-99.6,-13.2,601.65,24.50980392,6.862745098,30.39215686,11.76470588,10.78431373,14.70588235
H12_CAEEL,Nucleus,190,23209,189,-291.1,-28.8,1307.88,34.73684211,2.105263158,18.42105263,5.789473684,27.36842105,12.63157895
SOX5_MOUSE,Nucleus,392,50193,313,-569.7,-56,2389.05,25.25510204,5.357142857,26.78571429,13.01020408,15.05102041,14.28571429
CNBP_HUMAN,Nucleus,177,22609,81.6,-220.2,-16,1086.48,13.55932203,6.779661017,30.50847458,10.73446328,19.7740113,15.81920904
HXA7_COTJA,Nucleus,242,32547,137.9,-372,-24,1548.88,16.94214876,11.98347107,33.47107438,10.74380165,19.4214876,9.917355372
RPB7_YEAST,Nucleus,171,22096,212.3,-200.3,-18.4,1034.74,28.07017544,9.941520468,25.14619883,8.187134503,13.4502924,12.86549708
CBP_MOUSE,Nucleus,2441,309094,1892.6,-3145.8,-506,14844.72,22.44981565,4.260548955,36.4195002,9.627201966,11.30684146,18.02539943
SUM1_LYTVA,Nucleus,260,33312,166.7,-360.1,-26.4,1570.98,21.53846154,6.538461538,33.07692308,15,14.61538462,11.53846154
GCRA_HUMAN,Nucleus,777,99530,736.1,-978.1,-92.8,4645.93,24.96782497,6.821106821,33.33333333,11.06821107,11.45431145,12.48391248
HEX2_YEAST,Nucleus,1014,130729,711.3,-1777.6,-85.6,5925.84,20.21696252,5.719921105,35.10848126,17.06114398,13.90532544,8.382642998
BRAC_XENLA,Nucleus,432,55304,348.7,-534.5,-68.4,2606.38,22.91666667,7.87037037,33.33333333,11.34259259,12.5,14.58333333
EGR2_BRARE,Nucleus,412,52500,300.8,-483.3,-88,2536.28,18.93203883,8.252427184,32.52427184,7.038834951,13.59223301,18.44660194
SUS_DROME,Nucleus,1322,167174,1011.3,-1952.8,-223.6,7922.68,21.18003026,4.311649017,30.10590015,13.61573374,12.63237519,18.45688351
FORM_CHICK,Nucleus,1213,156905,1089.5,-1896.8,-205.2,7284.9,23.24814509,5.688375927,25.55647156,14.4270404,14.75680132,14.34460016
H1_DROME,Nucleus,256,30918,242.1,-386.4,-26.8,1748.41,33.59375,1.953125,22.65625,3.515625,27.34375,9.765625
SON1_YEAST,Nucleus,531,69627,426.4,-893.7,-41.2,3125.23,20.52730697,7.721280603,36.15819209,16.94915254,13.74764595,6.967984934
PR18_YEAST,Nucleus,251,32845,283.5,-377.1,-22.8,1521.02,31.07569721,5.179282869,27.49003984,12.74900398,14.74103586,8.366533865
EMC_DROME,Nucleus,199,25504,180.3,-316.1,-23.6,1173.7,28.64321608,2.010050251,33.16582915,11.55778894,12.06030151,10.05025126
ZEP1_HUMAN,Nucleus,2717,345774,2425.4,-3934.5,-407.6,16548.94,24.03386088,3.827751196,34.44976077,10.59992639,14.28045639,12.88185499
SN2L_HUMAN,Nucleus,976,132150,986.9,-1565,-89.2,6032.65,25.71721311,9.118852459,21.72131148,14.44672131,18.64754098,9.016393443
TFC1_YEAST,Nucleus,649,85134,680.7,-973.3,-78,3873.96,25.88597843,8.782742681,23.26656394,13.09707242,14.79198767,11.09399076
RPA3_YEAST,Nucleus,415,54061,479.1,-621.1,-45.2,2584.72,30.12048193,7.228915663,23.37349398,10.60240964,17.10843373,9.879518072
ESP1_YEAST,Nucleus,1573,209589,1979.3,-2081.5,-89.2,9523.13,30.45136682,9.980928163,29.179911,12.96884933,14.24030515,5.594405594
RA10_YEAST,Nucleus,210,28046,202,-335,-14,1272.82,24.76190476,10,34.28571429,15.23809524,13.33333333,6.666666667
MA6R_YEAST,Nucleus,473,63328,529.3,-584.8,-38,2869.97,28.9640592,10.35940803,26.6384778,10.35940803,14.79915433,7.399577167
IKAR_MOUSE,Nucleus,431,55868,309.9,-611.2,-49.6,2600.1,20.41763341,5.568445476,31.55452436,12.76102088,16.70533643,12.0649652
T2FA_DROME,Nucleus,577,74750,376.9,-1077.4,-50.4,3551.25,19.23743501,5.54592721,23.57019064,14.03812825,21.49046794,9.878682842
PR08_YEAST,Nucleus,2413,322600,2539.9,-3485.9,-267.6,14682.18,27.2689598,10.56775798,24.03646913,13.09573145,15.08495649,10.07045172
GCF_HUMAN,Nucleus,784,104991,824.9,-1279.1,-61.6,4909.32,26.53061224,6.632653061,27.67857143,12.24489796,19.00510204,7.397959184
PHA1_HUMAN,Nucleus,249,33019,206.9,-507.5,-18,1327.69,21.68674699,4.016064257,17.26907631,29.31726908,11.64658635,9.638554217
SSS1_SCYCA,Nucleus,87,12714,49.6,-218.2,-8.8,686.49,14.94252874,3.448275862,20.68965517,8.045977011,48.27586207,8.045977011
SX18_MOUSE,Nucleus,378,48315,316.6,-476.8,-82,2378.83,26.19047619,7.142857143,22.75132275,8.465608466,15.34391534,18.51851852
CYP1_YEAST,Nucleus,1483,190642,1310.7,-1981.9,-170,8906.74,23.33108564,6.540795684,37.35670937,12.87929872,12.40728254,10.65407957
MBP1_YEAST,Nucleus,833,108778,801.4,-1333.9,-81.6,5096.38,24.969988,5.882352941,34.57382953,13.32533013,15.0060024,9.003601441
RPA1_SCHPO,Nucleus,1689,219400,1760.6,-2379.2,-166.4,10196.74,27.35346359,7.874481942,26.46536412,12.07815275,14.50562463,10.77560687
NIT2_NEUCR,Nucleus,1036,127820,655.8,-1279.9,-196.8,6287.55,18.62934363,6.177606178,37.64478764,8.590733591,11.29343629,18.82239382
VDR_MOUSE,Nucleus,422,55375,419.3,-561.4,-46,2542.01,25.11848341,6.872037915,28.19905213,9.004739336,15.16587678,10.18957346
ID4_HUMAN,Nucleus,161,19483,169.9,-158.9,-36.4,1003.03,36.64596273,1.242236025,20.49689441,6.211180124,14.28571429,19.25465839
SSN6_YEAST,Nucleus,966,124454,798.7,-1525.5,-118.8,5676.03,27.84679089,5.486542443,37.57763975,12.21532091,8.592132505,9.937888199
SSS2_SCYCA,Nucleus,80,11143,53.1,-181,-9.6,595.91,22.5,5,18.75,8.75,41.25,7.5
H2AV_SCHPO,Nucleus,171,21854,191.3,-240.7,-15.2,1101.65,30.99415205,5.263157895,20.46783626,11.11111111,21.05263158,13.4502924
WT1_HUMAN,Nucleus,449,57197,286.6,-536.3,-92.8,2794,18.04008909,8.46325167,31.62583519,6.236080178,15.59020045,19.59910913
HIR1_YEAST,Nucleus,788,101996,878.3,-1110.3,-81.6,4764.46,27.91878173,6.725888325,27.41116751,11.16751269,14.46700508,10.65989848
UN86_CAEEL,Nucleus,467,60643,467.4,-624.2,-75.6,2886.24,24.62526767,8.565310493,31.04925054,8.565310493,14.13276231,13.49036403
USS1_YEAST,Nucleus,187,24601,141.6,-350.6,-10.8,1123.57,19.2513369,6.951871658,46.52406417,28.34224599,11.76470588,8.021390374
CEBA_RAT,Nucleus,358,43755,290.6,-416.8,-103.2,2212.57,26.53631285,5.027932961,17.59776536,8.379888268,13.96648045,26.81564246
HMG1_BOVIN,Nucleus,214,28583,102.7,-428.6,-25.2,1310.79,14.95327103,8.411214953,14.01869159,19.1588785,25.23364486,11.21495327
RPB5_HUMAN,Nucleus,210,28346,231.1,-328.9,-21.2,1274.37,28.0952381,7.619047619,22.85714286,12.38095238,15.71428571,9.523809524
GAGA_DROME,Nucleus,519,64092,496.7,-683.3,-71.2,3143.54,28.51637765,2.504816956,34.68208092,6.55105973,11.36801541,15.79961464
APTE_DROME,Nucleus,469,60419,343,-609.7,-60,2890.36,19.61620469,8.528784648,33.68869936,8.315565032,15.7782516,12.79317697
HG17_RAT,Nucleus,89,10808,42.8,-176.3,-21.2,586.89,22.47191011,0,10.11235955,8.988764045,28.08988764,22.47191011
SOX3_HUMAN,Nucleus,443,52790,370.3,-408.4,-100.8,2752.32,32.05417607,4.966139955,23.25056433,4.966139955,11.51241535,22.3476298
HAP2_YEAST,Nucleus,265,34586,195.1,-453.5,-31.6,1628,23.01886792,5.283018868,33.20754717,9.056603774,16.22641509,9.433962264
SNF7_YEAST,Nucleus,240,31259,234.5,-424.8,-11.6,1396.37,27.08333333,2.083333333,30.83333333,22.5,13.75,5.833333333
CCG1_HUMAN,Nucleus,1872,246117,1578.4,-2924,-232.8,11139.19,22.43589744,7.158119658,25.21367521,13.94230769,14.95726496,12.17948718
HMGI_HUMAN,Nucleus,106,13422,35.7,-210.5,-25.2,703.66,10.37735849,0,27.35849057,14.1509434,25.47169811,22.64150943
SUHW_DROME,Nucleus,944,123131,813.9,-1559.1,-75.2,5736.04,22.66949153,4.978813559,26.16525424,14.51271186,19.70338983,8.792372881
RA13_SCHPO,Nucleus,1113,146161,1155.3,-1764.9,-103.2,6615.67,26.0557053,7.097933513,27.4034142,15.27403414,14.10601977,8.625336927
SMD3_YEAST,Nucleus,101,13011,119.6,-134.8,-15.6,634.63,29.7029703,3.96039604,26.73267327,9.900990099,15.84158416,14.85148515
NIL2_HUMAN,Nucleus,735,93670,618.2,-1154.3,-104.4,4276.51,24.21768707,2.993197279,31.97278912,17.95918367,11.56462585,12.24489796
MYCN_HUMAN,Nucleus,464,57840,410.4,-618.4,-94.4,2807.2,26.93965517,4.525862069,21.98275862,11.63793103,13.79310345,18.53448276
YEMA_DROME,Nucleus,1002,127207,833.4,-1508.7,-113.6,6099.72,25.0499002,5.389221557,30.83832335,11.07784431,14.97005988,10.67864271
AC15_HUMAN,Nucleus,1148,148754,954.9,-1883.7,-102.8,7156.88,23.43205575,5.662020906,27.09059233,11.58536585,20.03484321,9.581881533
GLN3_YEAST,Nucleus,730,92418,568,-1117.1,-71.2,4391.18,19.7260274,5.753424658,48.35616438,16.84931507,10.68493151,8.767123288
BTEB_RAT,Nucleus,244,31499,169.4,-345.5,-34.4,1529.59,20.49180328,6.147540984,26.2295082,6.967213115,21.31147541,13.1147541
PHO4_YEAST,Nucleus,312,39633,269.1,-483.7,-43.6,1913.19,25,3.525641026,31.08974359,12.5,16.34615385,11.85897436
